country         0,45           0,46           0,48           0,38           0,30           0,59           0,54           0,38           0,69           0,48           0,69           0,38           0,48           0,48           0,47           0,38           0,50           0,54           0,48           0,38           0,38           0,48           0,19           0,48           0,47           0,40           0,43           0,47           0,51           0,59           0,48           0,38           0,48           0,59           0,47           1,10           0,65           0,38           0,30           0,48           0,56           0,46           0,45           0,38           0,30           0,59           0,44           0,38           0,41           0,26           0,65           0,35           0,30           0,48           0,40           0,38           0,50           0,64           0,38           0,38           0,74           0,47           0,48           0,30         
contents        0,45           0,46           0,38           0,47           0,28           0,56           0,54           0,56           0,65           0,47           0,56           0,47           0,56           0,47           0,47           0,47           0,50           0,54           0,56           0,47           0,47           0,47           0,28           0,47           0,47           0,40           0,48           0,47           0,51           0,65           0,47           0,47           0,47           0,38           0,47           0,65           1,10           0,47           0,28           0,47           0,47           0,46           0,51           0,38           0,28           0,65           0,35           0,38           0,48           0,46           0,65           0,35           0,28           0,56           0,37           0,47           0,50           0,64           0,56           0,56           0,74           0,53           0,56           0,28         
type            0,45           0,62           0,38           0,52           0,31           0,59           0,46           0,50           0,38           0,38           0,38           0,56           0,67           0,56           0,47           0,59           0,50           0,54           0,50           0,47           0,48           0,67           0,34           0,38           0,47           0,40           0,48           0,56           0,38           0,56           0,38           0,47           0,38           0,38           0,47           0,38           0,47           1,10           0,31           0,38           0,47           0,46           0,45           0,38           0,19           0,38           0,44           0,46           0,26           0,26           0,56           0,27           0,31           0,38           0,19           0,56           0,44           0,43           0,48           0,52           0,47           0,41           0,56           0,19         
volume          0,26           0,27           0,19           0,31           0,50           0,30           0,27           0,19           0,31           0,19           0,19           0,31           0,31           0,43           0,46           0,30           0,37           0,43           0,31           0,28           0,19           0,31           0,62           0,19           0,19           0,47           0,30           0,37           0,26           0,43           0,19           0,37           0,19           0,31           0,19           0,30           0,28           0,31           1,10           0,31           0,28           0,27           0,26           0,19           0,23           0,19           0,16           0,35           0,36           0,28           0,28           0,23           0,23           0,19           0,32           0,28           0,19           0,30           0,19           0,19           0,28           0,22           0,31           0,34         
lccn            0,51           0,38           0,38           0,52           0,19           0,38           0,38           0,38           0,38           0,38           0,38           0,38           0,38           0,38           0,38           0,38           0,44           0,46           0,38           0,38           0,48           0,38           0,19           0,56           0,47           0,40           0,43           0,56           0,45           0,38           0,56           0,47           0,38           0,38           0,38           0,48           0,47           0,38           0,31           1,10           0,65           0,46           0,45           0,50           0,19           0,52           0,35           0,46           0,41           0,32           0,38           0,27           0,19           0,38           0,30           0,47           0,44           0,48           0,38           0,38           0,47           0,41           0,38           0,19         
location        0,71           0,46           0,47           0,47           0,19           0,47           0,54           0,47           0,56           0,38           0,56           0,47           0,56           0,47           0,38           0,38           0,50           0,46           0,47           0,38           0,74           0,47           0,19           0,47           0,38           0,40           0,48           0,47           0,51           0,56           0,47           0,47           0,47           0,38           0,38           0,56           0,47           0,47           0,28           0,65           1,10           0,54           0,64           0,56           0,37           0,47           0,53           0,38           0,55           0,39           0,47           0,27           0,37           0,47           0,28           0,38           0,68           0,74           0,38           0,47           0,47           0,53           0,56           0,37         
organizer       0,45           0,38           0,46           0,62           0,35           0,62           0,46           0,54           0,46           0,46           0,46           0,62           0,54           0,54           0,62           0,46           0,56           0,54           0,54           0,54           0,46           0,46           0,27           0,46           0,38           0,45           0,53           0,54           0,51           0,54           0,46           0,46           0,54           0,46           0,38           0,46           0,46           0,46           0,27           0,46           0,54           1,10           0,38           0,38           0,35           0,46           0,43           0,54           0,26           0,32           0,54           0,19           0,35           0,46           0,27           0,54           0,80           0,53           0,46           0,54           0,38           0,59           0,54           0,19         
instituti.      0,64           0,51           0,38           0,45           0,32           0,45           0,45           0,51           0,45           0,38           0,51           0,51           0,58           0,45           0,45           0,45           0,38           0,45           0,51           0,45           0,71           0,58           0,39           0,58           0,58           0,40           0,59           0,51           0,45           0,51           0,58           0,45           0,38           0,45           0,38           0,45           0,51           0,45           0,26           0,45           0,64           0,38           1,10           0,51           0,39           0,45           0,61           0,45           0,46           0,19           0,45           0,26           0,39           0,45           0,26           0,51           0,68           0,64           0,38           0,38           0,51           0,41           0,45           0,26         
school          0,45           0,46           0,38           0,38           0,19           0,48           0,38           0,50           0,38           0,38           0,50           0,50           0,50           0,38           0,38           0,38           0,44           0,54           0,50           0,38           0,48           0,38           0,19           0,38           0,47           0,50           0,48           0,47           0,45           0,50           0,38           0,38           0,38           0,50           0,47           0,38           0,38           0,38           0,19           0,50           0,56           0,38           0,51           1,10           0,31           0,38           0,53           0,38           0,34           0,26           0,47           0,35           0,31           0,38           0,30           0,47           0,44           0,48           0,38           0,38           0,38           0,47           0,38           0,43         
editor          0,39           0,27           0,31           0,31           0,35           0,40           0,27           0,31           0,31           0,19           0,43           0,31           0,31           0,19           0,28           0,40           0,25           0,27           0,31           0,37           0,71           0,43           0,23           0,31           0,28           0,26           0,24           0,28           0,39           0,31           0,31           0,19           0,31           0,19           0,37           0,30           0,28           0,19           0,23           0,19           0,37           0,35           0,39           0,31           1,10           0,31           0,34           0,35           0,47           0,45           0,37           0,70           0,62           0,31           0,26           0,28           0,37           0,35           0,30           0,19           0,28           0,34           0,43           0,38         
event           0,45           0,46           0,38           0,38           0,19           0,48           0,46           0,50           0,52           0,52           0,38           0,38           0,38           0,38           0,38           0,48           0,38           0,46           0,50           0,65           0,48           0,38           0,19           0,52           0,47           0,45           0,43           0,47           0,51           0,38           0,52           0,38           0,52           0,38           0,47           0,59           0,65           0,38           0,19           0,52           0,47           0,46           0,45           0,38           0,31           1,10           0,44           0,38           0,34           0,32           0,47           0,35           0,19           0,38           0,30           0,38           0,50           0,48           0,48           0,38           0,47           0,47           0,38           0,19         
isPartOf        0,54           0,59           0,44           0,53           0,16           0,53           0,51           0,53           0,44           0,35           0,44           0,44           0,62           0,44           0,35           0,44           0,41           0,51           0,44           0,35           0,44           0,44           0,34           0,53           0,44           0,45           0,50           0,35           0,41           0,44           0,53           0,35           0,53           0,44           0,35           0,44           0,35           0,44           0,16           0,35           0,53           0,43           0,61           0,53           0,34           0,44           1,07           0,35           0,30           0,16           0,44           0,32           0,34           0,71           0,25           0,35           0,53           0,45           0,44           0,53           0,44           0,59           0,53           0,25         
publisher       0,51           0,38           0,38           0,62           0,43           0,54           0,46           0,54           0,46           0,46           0,46           0,54           0,46           0,46           0,54           0,46           0,86           0,38           0,46           0,54           0,46           0,54           0,35           0,54           0,46           0,45           0,79           0,46           0,51           0,46           0,54           0,46           0,46           0,54           0,38           0,38           0,38           0,46           0,35           0,46           0,38           0,54           0,45           0,38           0,35           0,38           0,35           1,10           0,26           0,26           0,46           0,19           0,43           0,54           0,19           0,54           0,44           0,43           0,46           0,54           0,38           0,53           0,46           0,27         
collectio.      0,52           0,19           0,19           0,26           0,29           0,34           0,34           0,34           0,34           0,26           0,34           0,26           0,26           0,26           0,19           0,19           0,31           0,19           0,26           0,26           0,48           0,34           0,29           0,26           0,26           0,26           0,24           0,26           0,26           0,34           0,26           0,26           0,26           0,26           0,19           0,41           0,48           0,26           0,36           0,41           0,55           0,26           0,46           0,34           0,47           0,34           0,30           0,26           1,10           0,51           0,34           0,47           0,40           0,26           0,45           0,26           0,43           0,55           0,26           0,26           0,41           0,28           0,26           0,52         
proceedin.      0,19           0,26           0,26           0,46           0,28           0,26           0,32           0,39           0,32           0,26           0,32           0,26           0,26           0,26           0,26           0,39           0,25           0,26           0,26           0,32           0,32           0,26           0,28           0,26           0,19           0,21           0,30          
